county,auction_source,item_id,parcel_id,property_type,address,city,zip,opening_bid,assessed_value,assessed_estimated,default_date,has_situs_address,source_status,opening_bin,historical_sold_rate,historical_bin_samples,competition_multiplier,market_factor,estimated_market_value,estimated_winning_bid,buyer_premium,estimated_transfer_tax,estimated_recording_fee,estimated_total_cost,gross_upside,estimated_roi_pct,default_age_years,risk_penalty,confidence_score,liquidity_factor,hidden_gem_score,recommended_max_bid,risk_flags,recommended_property,rank,latitude,longitude,geocoded_address,geocode_source,parcel_acres,parcel_attr_hit,flood_zone,flood_risk,floodway_flag,fire_risk,zoning_landuse,hazwaste_overlap,overlay_notes,buildability_gate,buildability_reasons,occupancy_risk,possession_months_est,carry_cost_est,title_lien_risk_score,title_lien_tier,title_clearance_budget,expected_total_cost_pro,net_upside_pro,roi_pro_pct,pro_score,recommended_bid_pro,recorder_search_url,parcel_map_url,ucc_search_url,rtc_3712_reference_url,requires_attorney_review,market_value_bear,market_value_base,market_value_bull,roi_bear_pct,roi_bull_pct
San Diego,San Diego 2026,210,2912420800,Unimproved property,MANZANITA DR JULIAN CA,Julian,92036.0,2000.0,13878.0,False,,True,ACTIVE,1k-5k,0.2251748251748251,161,1.6346153846153846,1.0,13878.0,3269.230769230769,63.46153846153845,3.5961538461538463,12.0,3348.2884615384614,10529.71153846154,314.4804176645933,0.0,16.0,84.0,0.9,84.31154574288831,10646.37,low-historical-sellthrough-bin,False,11,,,,cache,,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,40.17946153846154,20.0,low,1500.0,4888.467923076923,8989.532076923077,183.89262685935435,72.26703920818998,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,12212.64,13878.0,14988.240000000002,149.82551163623182,206.60403700810272
San Diego,San Diego 2026,304,4510722100,Unimproved property,BUSH ST SAN DIEGO CA,San Diego,92103.0,144200.0,910261.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,910261.0,298560.25405405404,7718.012702702702,328.4162794594595,12.0,306618.6830362162,603642.3169637838,196.8706900004801,0.0,0.0,100.0,0.9,81.1953466593702,699654.46,,True,12,,,,cache,,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,3679.4241964345943,20.0,low,1500.0,311798.1072326508,598462.8927673493,191.93923211368346,69.59601142231732,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,801029.68,910261.0,983081.8800000001,156.90652426004144,215.29437068277818
San Diego,San Diego 2026,460,6661300700,Unimproved property,SAN YSIDRO CA,San Ysidro,92173.0,144300.0,910261.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,910261.0,298767.3,7723.365,328.64403,12.0,306831.30903,603429.69097,196.66496645262512,0.0,0.0,100.0,0.9,81.1712738774184,699659.21,,True,13,,,,cache,2.5,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,3681.97570836,20.0,low,1500.0,312013.28473836003,598247.71526164,191.7378985203476,69.57537760921578,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,801029.68,910261.0,983081.8800000001,156.7293506979059,215.07693040197546
San Diego,San Diego 2026,462,6661300900,Unimproved property,SAN YSIDRO CA,San Ysidro,92173.0,1083500.0,6826975.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,6826975.0,2243342.8243243243,57992.141216216216,2467.677106756757,12.0,2303814.642647297,4523160.357352703,196.33351892212872,0.0,0.0,100.0,0.9,81.13248947858175,5247591.1,,True,14,,,,cache,14.83,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,27645.775711767565,20.0,low,1500.0,2332960.4183590645,4494014.5816409355,192.63141141511062,69.54213383878437,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,6007738.0,6826975.0,7373133.000000001,157.51564204529734,216.0419243283195
San Diego,San Diego 2026,459,6661300600,Unimproved property,SAN YSIDRO CA,San Ysidro,92173.0,145000.0,910261.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,910261.0,300216.6216216216,7760.83108108108,330.2382837837838,12.0,308319.69098648644,601941.3090135136,195.2328464937053,0.0,0.0,100.0,0.9,81.00369407501192,699692.51,,True,15,,,,cache,2.02,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,3699.8362918378375,20.0,low,1500.0,313519.5272783243,596741.4727216756,190.33630150632482,69.43173777858165,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,801029.68,910261.0,983081.8800000001,155.49594532556588,213.56320562683084
San Diego,San Diego 2026,457,6661300400,Unimproved property,SAN YSIDRO CA,San Ysidro,92173.0,218600.0,1365393.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,1365393.0,452602.43783783785,11700.121891891891,497.8626816216217,12.0,464812.42241135135,900580.5775886487,193.75140038569145,0.0,0.0,100.0,0.9,80.83034236343877,1049597.95,,True,16,,,,cache,3.0,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,5577.749068936217,20.0,low,1500.0,471890.17148028756,893502.8285197124,189.34550506039454,69.28315059723325,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,1201545.84,1365393.0,1474624.4400000002,154.62404445314723,212.49314546522618
San Diego,San Diego 2026,124,2176500400,Improved Property,695 CASITA LN SAN MARCOS CA 92069-8319,San Marcos,92069.0,168000.0,710271.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.03,731579.13,347837.1891891892,8991.85945945946,382.6209081081081,12.0,357223.66955675674,374355.46044324327,104.79581627604456,0.0,0.0,100.0,1.0,78.24576328944323,564790.51,,True,17,33.159309535646,-117.19349504775,"695 CASITA LN, SAN MARCOS, CA, 92069",cache,,True,,unknown,False,high,,False,zoning-miss,REVIEW,fire-severity,high,10,21433.420173405408,30.0,low,1500.0,380157.0897301622,351422.04026983783,92.44126961285382,46.109110509850474,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,643789.6344,731579.13,790105.4604000001,69.34831725931136,107.83657118188215
San Diego,San Diego 2026,458,6661300500,Unimproved property,SAN YSIDRO CA,San Ysidro,92173.0,28100.0,170671.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.0,170671.0,61957.40831295843,1692.8704156479216,68.15314914425429,12.0,63730.431877750605,106940.5681222494,167.80141758239705,0.0,0.0,100.0,0.9,77.79379995402509,131224.24,,True,18,,,,cache,,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,764.7651825330073,20.0,low,1500.0,65995.19706028362,104675.80293971638,158.61124385173025,66.68039996059294,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,150190.48,170671.0,184324.68000000002,127.57789458952264,179.3001433598687
San Diego,San Diego 2026,429,6091724800,Unimproved property,TIERRA HEIGHTS RD BOULEVARD CA 91905,Boulevard,91905.0,9500.0,73651.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,73651.0,27468.219339622643,898.4109669811322,30.21504127358491,12.0,28408.845347877363,45242.15465212264,159.25376092591887,0.0,0.0,100.0,0.9,76.79359420686723,56496.81,,True,19,,,,cache,21.52,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,340.9061441745284,20.0,low,1500.0,30249.75149205189,43401.24850794811,143.47638035754366,65.82308074874334,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,64812.88,73651.0,79543.08,114.2592147146384,162.95449078614718
San Diego,San Diego 2026,245,3210805100,Unimproved property,VALI HAI RD POWAY CA 92064,Poway,92064.0,55800.0,322753.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.0,322753.0,123032.8606356968,3361.643031784841,135.3361466992665,12.0,126541.83981418092,196211.16018581908,155.05635169675372,0.0,0.0,100.0,0.9,76.30243352939631,248292.65,,True,20,,,,cache,3.67,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,1518.5020777701711,20.0,low,1500.0,129560.34189195109,193192.6581080489,149.1140385143202,65.4020858823397,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,284022.64,322753.0,348573.24000000005,119.22035389260179,169.04316159546588
San Diego,San Diego 2026,141,2381522600,Unimproved property,S ESCONDIDO BLVD,Escondido,92036.0,2600.0,12730.0,False,,True,ACTIVE,1k-5k,0.2251748251748251,161,1.6346153846153846,1.0,12730.0,4250.0,82.5,4.675000000000001,12.0,4349.175,8380.825,192.69919007627885,0.0,8.0,92.0,0.9,75.75176266901967,9801.16,low-historical-sellthrough-bin,False,21,,,,cache,,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,52.1901,20.0,low,1500.0,5901.3651,6828.6349,115.71280177191545,64.93008228773115,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,11202.4,12730.0,13748.400000000001,89.82726555928559,132.9698259136687
San Diego,San Diego 2026,345,5221604300,Unimproved property,FOREST PARK RD JAMUL CA 91935,Jamul,91935.0,7700.0,56889.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,56889.0,22263.714622641513,728.1857311320757,24.490086084905663,12.0,23028.390439858493,33860.60956014151,147.03854204909678,0.0,0.0,100.0,0.9,75.3642279355712,43653.51,,True,22,,,,cache,8.37,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,276.3406852783019,20.0,low,1500.0,24804.731125136794,32084.268874863206,129.34737616385377,64.59790965906103,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,50062.32,56889.0,61440.12,101.82569102419133,147.6951662569621
San Diego,San Diego 2026,43,1262306900,Unimproved property,S MISSION RD,Bonsall,92003.0,11400.0,83661.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83661.0,32961.863207547176,1078.0931603773588,36.258049528301896,12.0,34088.21441745284,49572.78558254716,145.4249993134471,0.0,0.0,100.0,0.9,75.17541891078912,64205.88,,True,23,,,,cache,,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,409.05857300943404,20.0,low,1500.0,35997.27299046227,47663.72700953773,132.40927173057406,64.43607335210497,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,73621.68000000001,83661.0,90353.88,104.5201591229052,151.00201346902
San Diego,San Diego 2026,91,1882232400,Unimproved property,MACTAN RD VALLEY CENTER CA 92082,Valley Center,92082.0,11400.0,83270.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83270.0,32961.863207547176,1078.0931603773588,36.258049528301896,12.0,34088.21441745284,49181.78558254716,144.27797531503018,0.0,0.0,100.0,0.9,75.0411996690189,63908.29,,True,24,,,,cache,2.01,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,409.05857300943404,20.0,low,1500.0,35997.27299046227,47272.72700953773,131.32307834002586,64.32102828773048,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,73277.6,83270.0,89931.6,103.56430893922277,149.82892460722795
San Diego,San Diego 2026,88,1882232100,Unimproved property,MACTAN RD VALLEY CENTER CA 92082,Valley Center,92082.0,11500.0,83270.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83270.0,33251.00235849057,1087.5501179245286,36.57610259433963,12.0,34387.12857900944,48882.87142099056,142.1545602700587,0.0,0.0,100.0,0.9,74.79272783434686,63913.04,,True,25,,,,cache,2.22,True,,unknown,False,unknown,,False,no-geocode,PASS,none,low,2,412.6455429481133,20.0,low,1500.0,36299.774121957555,46970.225878042445,129.39536681477693,64.10805242944018,True,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://gis-portal.sandiegocounty.gov/arcgis/apps/webappviewer/index.html?id=19eedf3237644195b0201c923e49bc12,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,False,73277.6,83270.0,89931.6,101.8679227970037,147.7469961599591
